profile,variant,phase,owner,n,mean_ns,p50_ns,p95_ns,max_ns,attempts,accepted,debug_assertions
release,success,cleanup,Source13,256,913,833,1708,2875,0,0,false
release,success,cleanup,Source14,256,919,833,1916,4750,0,0,false
release,success,cleanup,Source15,256,1159,833,2583,21541,0,0,false
release,success,cleanup,Hub,256,97884,11000,1287625,1666750,1008,1008,false
release,success,cleanup,sum16Sources+Hub,256,124992,27541,1426749,1800581,3152,3152,false
release,reject-repair,enrollment,Source00,16,15612,15458,17667,17667,0,0,false
release,reject-repair,enrollment,Source01,16,7010,7167,7750,7750,0,0,false
release,reject-repair,enrollment,Source02,16,6797,6458,11542,11542,0,0,false
release,reject-repair,enrollment,Source03,16,7432,6750,16292,16292,0,0,false
release,reject-repair,enrollment,Source04,16,6576,6167,10167,10167,0,0,false
release,reject-repair,enrollment,Source05,16,6276,6084,9375,9375,0,0,false
release,reject-repair,enrollment,Source06,16,8258,6292,33792,33792,0,0,false
release,reject-repair,enrollment,Source07,16,8211,6292,36083,36083,0,0,false
release,reject-repair,enrollment,Source08,16,6081,6000,7250,7250,0,0,false
release,reject-repair,enrollment,Source09,16,6000,5667,9959,9959,0,0,false
release,reject-repair,enrollment,Source10,16,7383,5583,32958,32958,0,0,false
release,reject-repair,enrollment,Source11,16,6039,5667,8250,8250,0,0,false
release,reject-repair,enrollment,Source12,16,5563,5708,6709,6709,0,0,false
release,reject-repair,enrollment,Source13,16,5656,5209,8625,8625,0,0,false
release,reject-repair,enrollment,Source14,16,5339,5083,7959,7959,0,0,false
release,reject-repair,enrollment,Source15,16,4998,5000,5584,5584,0,0,false
release,reject-repair,enrollment,Hub,16,121253,120458,133084,133084,0,0,false
release,reject-repair,enrollment,sum16Sources+Hub,16,234482,232502,280584,280584,0,0,false
release,reject-repair,onset256,Source00,16,22682,21833,33375,33375,304,304,false
release,reject-repair,onset256,Source01,16,48875,48792,52041,52041,1024,1024,false
release,reject-repair,onset256,Source02,16,47831,47666,53500,53500,1024,1024,false
release,reject-repair,onset256,Source03,16,48646,46625,74625,74625,1024,1024,false
release,reject-repair,onset256,Source04,16,1375,1291,2000,2000,0,0,false
release,reject-repair,onset256,Source05,16,1258,1209,1834,1834,0,0,false
release,reject-repair,onset256,Source06,16,1164,1208,1292,1292,0,0,false
release,reject-repair,onset256,Source07,16,1172,1166,1458,1458,0,0,false
release,reject-repair,onset256,Source08,16,1133,1084,1375,1375,0,0,false
release,reject-repair,onset256,Source09,16,1052,1042,1292,1292,0,0,false
release,reject-repair,onset256,Source10,16,1086,1083,1333,1333,0,0,false
release,reject-repair,onset256,Source11,16,1229,1208,1625,1625,0,0,false
release,reject-repair,onset256,Source12,16,1659,1000,11042,11042,0,0,false
release,reject-repair,onset256,Source13,16,1047,1000,1208,1208,0,0,false
release,reject-repair,onset256,Source14,16,1063,1042,1250,1250,0,0,false
release,reject-repair,onset256,Source15,16,1063,1042,1250,1250,0,0,false
release,reject-repair,onset256,Hub,16,2713714,2705417,2866500,2866500,1008,1008,false
release,reject-repair,onset256,sum16Sources+Hub,16,2896046,2883165,3043504,3043504,4384,4384,false
release,reject-repair,history,Source00,688,31939,29125,45583,166083,33024,33024,false
release,reject-repair,history,Source01,688,1603,1250,3125,37291,0,0,false
release,reject-repair,history,Source02,688,1458,1250,3000,11333,0,0,false
release,reject-repair,history,Source03,688,1479,1250,2959,21667,0,0,false
release,reject-repair,history,Source04,688,1185,917,2625,37125,0,0,false
release,reject-repair,history,Source05,688,1099,917,2500,16292,0,0,false
release,reject-repair,history,Source06,688,1079,875,2459,17958,0,0,false
release,reject-repair,history,Source07,688,1203,875,2459,25916,0,0,false
release,reject-repair,history,Source08,688,1056,875,2417,15375,0,0,false
release,reject-repair,history,Source09,688,1012,875,2375,4833,0,0,false
release,reject-repair,history,Source10,688,1057,875,2417,13917,0,0,false
release,reject-repair,history,Source11,688,1154,875,2458,39458,0,0,false
release,reject-repair,history,Source12,688,1060,875,2416,13666,0,0,false
release,reject-repair,history,Source13,688,1028,875,2375,13208,0,0,false
release,reject-repair,history,Source14,688,1045,875,2333,22875,0,0,false
release,reject-repair,history,Source15,688,1078,875,2625,22250,0,0,false
release,reject-repair,history,Hub,688,57810,52834,82333,243292,0,0,false
release,reject-repair,history,sum16Sources+Hub,688,107346,97250,161460,328462,33024,33024,false
release,reject-repair,prefix,Source00,16,3018,1917,8208,8208,16,16,false
release,reject-repair,prefix,Source01,16,1544,1292,3084,3084,0,0,false
release,reject-repair,prefix,Source02,16,1526,1333,3083,3083,0,0,false
release,reject-repair,prefix,Source03,16,1581,1417,3292,3292,0,0,false
release,reject-repair,prefix,Source04,16,1237,1041,2875,2875,0,0,false
release,reject-repair,prefix,Source05,16,1203,1000,3083,3083,0,0,false
release,reject-repair,prefix,Source06,16,1159,959,2875,2875,0,0,false
release,reject-repair,prefix,Source07,16,1141,959,2541,2541,0,0,false
release,reject-repair,prefix,Source08,16,1146,959,2542,2542,0,0,false
release,reject-repair,prefix,Source09,16,1427,1000,4208,4208,0,0,false
release,reject-repair,prefix,Source10,16,1128,958,2542,2542,0,0,false
release,reject-repair,prefix,Source11,16,1088,958,2333,2333,0,0,false
release,reject-repair,prefix,Source12,16,1047,958,2500,2500,0,0,false
release,reject-repair,prefix,Source13,16,1021,958,2042,2042,0,0,false
release,reject-repair,prefix,Source14,16,1310,1000,5208,5208,0,0,false
release,reject-repair,prefix,Source15,16,1284,958,4917,4917,0,0,false
release,reject-repair,prefix,Hub,16,46870,39292,87541,87541,0,0,false
release,reject-repair,prefix,sum16Sources+Hub,16,68729,59543,119917,119917,16,16,false
release,reject-repair,younger-capture,Source00,16,8552,8250,12208,12208,80,80,false
release,reject-repair,younger-capture,Source01,16,1750,1333,4875,4875,0,0,false
release,reject-repair,younger-capture,Source02,16,1466,1250,2709,2709,0,0,false
release,reject-repair,younger-capture,Source03,16,1446,1292,2917,2917,0,0,false
release,reject-repair,younger-capture,Source04,16,1414,917,5083,5083,0,0,false
release,reject-repair,younger-capture,Source05,16,1346,917,4375,4375,0,0,false
release,reject-repair,younger-capture,Source06,16,1102,917,2375,2375,0,0,false
release,reject-repair,younger-capture,Source07,16,1114,916,2500,2500,0,0,false
release,reject-repair,younger-capture,Source08,16,1094,875,2458,2458,0,0,false
release,reject-repair,younger-capture,Source09,16,1083,917,2209,2209,0,0,false
release,reject-repair,younger-capture,Source10,16,1081,875,2250,2250,0,0,false
release,reject-repair,younger-capture,Source11,16,1076,875,2334,2334,0,0,false
release,reject-repair,younger-capture,Source12,16,1073,875,2375,2375,0,0,false
release,reject-repair,younger-capture,Source13,16,1070,875,2417,2417,0,0,false
release,reject-repair,younger-capture,Source14,16,1068,875,2417,2417,0,0,false
release,reject-repair,younger-capture,Source15,16,1075,917,2333,2333,0,0,false
release,reject-repair,younger-capture,Hub,16,40229,38833,48167,48167,0,0,false
release,reject-repair,younger-capture,sum16Sources+Hub,16,67039,63290,94294,94294,80,80,false
release,reject-repair,old-release,Source00,16,6109,5250,14000,14000,48,48,false
release,reject-repair,old-release,Source01,16,44810,43167,58625,58625,1024,1024,false
release,reject-repair,old-release,Source02,16,1438,1334,2500,2500,0,0,false
release,reject-repair,old-release,Source03,16,1302,1333,1417,1417,0,0,false
release,reject-repair,old-release,Source04,16,1560,1042,9167,9167,0,0,false
release,reject-repair,old-release,Source05,16,940,917,1042,1042,0,0,false
release,reject-repair,old-release,Source06,16,1174,916,4834,4834,0,0,false
release,reject-repair,old-release,Source07,16,914,875,1209,1209,0,0,false
release,reject-repair,old-release,Source08,16,927,916,1250,1250,0,0,false
release,reject-repair,old-release,Source09,16,904,916,1000,1000,0,0,false
release,reject-repair,old-release,Source10,16,919,916,1125,1125,0,0,false
release,reject-repair,old-release,Source11,16,1049,917,2917,2917,0,0,false
release,reject-repair,old-release,Source12,16,898,875,1167,1167,0,0,false
release,reject-repair,old-release,Source13,16,904,916,1000,1000,0,0,false
release,reject-repair,old-release,Source14,16,927,875,1208,1208,0,0,false
release,reject-repair,old-release,Source15,16,909,875,1000,1000,0,0,false
release,reject-repair,old-release,Hub,16,904263,890167,1093084,1093084,0,0,false
release,reject-repair,old-release,sum16Sources+Hub,16,969948,954212,1171043,1171043,1072,1072,false
release,reject-repair,setup,Source00,64,113842,103416,163917,254167,32768,32768,false
release,reject-repair,setup,Source01,64,3639,1209,7292,65000,0,0,false
release,reject-repair,setup,Source02,64,1808,1375,3416,5666,0,0,false
release,reject-repair,setup,Source03,64,1758,1334,3334,3958,0,0,false
release,reject-repair,setup,Source04,64,1367,959,3042,3750,0,0,false
release,reject-repair,setup,Source05,64,1251,958,2625,3041,0,0,false
release,reject-repair,setup,Source06,64,1334,958,2750,5000,0,0,false
release,reject-repair,setup,Source07,64,1282,959,2583,3000,0,0,false
release,reject-repair,setup,Source08,64,1237,917,2541,3042,0,0,false
release,reject-repair,setup,Source09,64,1248,958,2500,2584,0,0,false
release,reject-repair,setup,Source10,64,1893,958,2625,43042,0,0,false
release,reject-repair,setup,Source11,64,1306,1000,2583,3916,0,0,false
release,reject-repair,setup,Source12,64,1339,917,2625,9125,0,0,false
release,reject-repair,setup,Source13,64,1816,917,3167,30250,0,0,false
release,reject-repair,setup,Source14,64,1420,958,2709,15500,0,0,false
release,reject-repair,setup,Source15,64,1238,917,2833,3708,0,0,false
release,reject-repair,setup,Hub,64,140906,210291,275417,342375,0,0,false
release,reject-repair,setup,sum16Sources+Hub,64,278686,322914,442750,569917,32768,32768,false
release,reject-repair,rejection-repair,Source00,16,18906,18666,24042,24042,592,560,false
release,reject-repair,rejection-repair,Source01,16,1331,958,3583,3583,0,0,false
release,reject-repair,rejection-repair,Source02,16,1669,1333,3417,3417,0,0,false
release,reject-repair,rejection-repair,Source03,16,1786,1292,3958,3958,0,0,false
release,reject-repair,rejection-repair,Source04,16,1305,917,2792,2792,0,0,false
release,reject-repair,rejection-repair,Source05,16,1213,916,2625,2625,0,0,false
release,reject-repair,rejection-repair,Source06,16,2432,917,19833,19833,0,0,false
release,reject-repair,rejection-repair,Source07,16,1797,958,8208,8208,0,0,false
release,reject-repair,rejection-repair,Source08,16,1604,917,7458,7458,0,0,false
release,reject-repair,rejection-repair,Source09,16,1573,917,7166,7166,0,0,false
release,reject-repair,rejection-repair,Source10,16,1586,916,7000,7000,0,0,false
release,reject-repair,rejection-repair,Source11,16,1680,1000,7875,7875,0,0,false
release,reject-repair,rejection-repair,Source12,16,1690,917,8000,8000,0,0,false
release,reject-repair,rejection-repair,Source13,16,2477,917,21417,21417,0,0,false
release,reject-repair,rejection-repair,Source14,16,2630,958,23125,23125,0,0,false
release,reject-repair,rejection-repair,Source15,16,1703,875,7209,7209,0,0,false
release,reject-repair,rejection-repair,Hub,16,48206,46208,89583,89583,0,0,false
release,reject-repair,rejection-repair,sum16Sources+Hub,16,93588,84166,231665,231665,592,560,false
release,reject-repair,reporting,Source00,128,5075,4584,8666,9583,0,0,false
release,reject-repair,reporting,Source01,128,1038,875,2417,4958,0,0,false
release,reject-repair,reporting,Source02,128,1415,1250,2667,5375,0,0,false
release,reject-repair,reporting,Source03,128,1391,1250,2709,5084,0,0,false
release,reject-repair,reporting,Source04,128,1007,875,2500,3291,0,0,false
release,reject-repair,reporting,Source05,128,997,875,2375,4125,0,0,false
release,reject-repair,reporting,Source06,128,1026,875,2584,4500,0,0,false
release,reject-repair,reporting,Source07,128,959,875,1250,2834,0,0,false
release,reject-repair,reporting,Source08,128,1023,834,2042,9625,0,0,false
release,reject-repair,reporting,Source09,128,984,834,1750,6083,0,0,false
release,reject-repair,reporting,Source10,128,999,875,2417,3291,0,0,false
release,reject-repair,reporting,Source11,128,972,875,1292,3208,0,0,false
release,reject-repair,reporting,Source12,128,947,834,1166,3042,0,0,false
release,reject-repair,reporting,Source13,128,932,834,1084,2542,0,0,false
release,reject-repair,reporting,Source14,128,973,834,2208,4792,0,0,false
release,reject-repair,reporting,Source15,128,982,834,2292,4958,0,0,false
release,reject-repair,reporting,Hub,128,86509,39583,227750,359500,0,0,false
release,reject-repair,reporting,sum16Sources+Hub,128,107230,60625,267373,378749,0,0,false
release,reject-repair,cleanup,Source00,256,3193,4167,7000,13750,0,0,false
release,reject-repair,cleanup,Source01,256,995,834,2250,3541,0,0,false
release,reject-repair,cleanup,Source02,256,5531,833,60125,122250,1072,1072,false
release,reject-repair,cleanup,Source03,256,5299,833,57375,113084,1072,1072,false
release,reject-repair,cleanup,Source04,256,1180,833,2291,25500,0,0,false
release,reject-repair,cleanup,Source05,256,1111,833,2042,36917,0,0,false
release,reject-repair,cleanup,Source06,256,1260,833,2125,80833,0,0,false
release,reject-repair,cleanup,Source07,256,973,833,2125,10083,0,0,false
release,reject-repair,cleanup,Source08,256,1022,833,2166,15500,0,0,false
release,reject-repair,cleanup,Source09,256,1005,833,1958,12084,0,0,false
release,reject-repair,cleanup,Source10,256,1000,833,2000,15417,0,0,false
release,reject-repair,cleanup,Source11,256,1082,833,2000,23000,0,0,false
release,reject-repair,cleanup,Source12,256,1068,833,1959,18584,0,0,false
release,reject-repair,cleanup,Source13,256,1084,833,1750,38583,0,0,false
release,reject-repair,cleanup,Source14,256,985,833,1791,16625,0,0,false
release,reject-repair,cleanup,Source15,256,1031,833,1334,19875,0,0,false
release,reject-repair,cleanup,Hub,256,97335,11167,1268791,1629500,1008,1008,false
release,reject-repair,cleanup,sum16Sources+Hub,256,125153,27461,1403832,1768708,3152,3152,false
